-0.82866,negative,0.093046,0.193813,0.292281,0.334875,0.120673,0,0,1,1,0,0,0,0,0
-0.774186,negative,0.076871,0.01585,0.151394,0.368858,0.115131,0,0,1,1,0,0,0,0,0
-0.854128,negative,0.443262,0.028556,0.51341,0.101118,0.169882,0,0,1,1,0,0,0,0,0
0,neutral,0.091792,0.050062,0.19903,0.019299,0.070414,0,0,0,1,0,0,0,1,0
0,neutral,0.463067,0.199003,0.227593,0.208189,0.108626,0,0,0,1,0,1,0,0,0
-0.816541,negative,0.178008,0.027642,0.095484,0.132951,0.166299,0,0,0,1,0,1,0,0,0
-0.561127,negative,0.098331,0.039,0.105917,0.214093,0.089912,0,0,0,1,1,0,0,0,1
-0.613369,negative,0.101099,0.037473,0.108203,0.209587,0.088946,0,0,1,1,0,0,0,0,0
-0.580411,negative,0.07733,0.002427,0.622852,0.177608,0.109817,0,0,1,1,0,0,0,0,0
-0.75393,negative,0.188447,0.040137,0.166238,0.213145,0.099872,0,0,1,1,0,1,0,0,0
-0.687498,negative,0.27686,0.064312,0.314568,0.04537,0.040504,0,0,0,1,0,1,0,0,0
-0.860767,negative,0.459005,0.005477,0.532918,0.163627,0.206851,0,0,1,1,0,0,0,0,0
-0.863086,negative,0.190129,0.077988,0.149769,0.2467,0.133593,0,0,0,1,0,1,0,0,0
-0.880768,negative,0.309783,0.010893,0.250714,0.143227,0.107735,0,0,0,1,0,1,0,0,0
-0.798395,negative,0.113802,0.037741,0.085618,0.190684,0.059321,0,0,0,1,0,0,0,0,1
-0.56922,negative,0.265598,0.070442,0.138825,0.116044,0.062736,1,0,0,1,0,0,0,0,0
-0.885461,negative,0.303382,0.007701,0.668582,0.096038,0.281028,0,0,1,1,0,0,0,0,0
-0.552991,negative,0.098331,0.039,0.105917,0.214093,0.089912,0,0,1,1,0,0,0,0,0
-0.851867,negative,0.386627,0.013425,0.52611,0.048432,0.133223,0,0,0,1,0,0,0,0,1
-0.851397,negative,0.098193,0.005504,0.776032,0.163009,0.097176,0,0,1,1,0,0,0,0,0
-0.708899,negative,0.094879,0.00765,0.434563,0.663798,0.056104,1,0,1,1,0,1,0,0,0
-0.39799,negative,0.101099,0.037473,0.108203,0.209587,0.088946,0,0,0,1,0,0,1,1,0
-0.560191,negative,0.098331,0.039,0.105917,0.214093,0.089912,0,0,1,1,0,0,0,0,0
0,neutral,0.097681,0.358789,0.027875,0.191618,0.030903,0,0,0,1,0,1,1,0,0
-0.926361,negative,0.376623,0.018323,0.323956,0.326998,0.18986,0,0,0,1,0,0,1,0,0
-0.599034,negative,0.101099,0.037473,0.108203,0.209587,0.088946,0,0,0,1,0,1,1,0,1
-0.625181,negative,0.101099,0.037473,0.108203,0.209587,0.088946,0,0,0,1,1,0,0,0,1
-0.928493,negative,0.223102,0.027122,0.129909,0.199884,0.163852,0,0,0,1,0,1,0,0,0
-0.800167,negative,0.078365,0.020483,0.14008,0.179589,0.036598,0,0,0,1,0,0,0,1,0
-0.74482,negative,0.143749,0.002503,0.787469,0.199514,0.139761,0,0,1,1,0,0,0,0,0
-0.698432,negative,0.303741,0.036254,0.188838,0.021794,0.092524,0,0,0,1,0,1,0,1,0
-0.697322,negative,0.446499,0.010855,0.676076,0.014428,0.116499,0,0,1,1,0,0,0,0,1
-0.777748,negative,0.110549,0.006639,0.798238,0.172349,0.105017,0,0,1,1,0,0,0,0,0
-0.86296,negative,0.749173,0.004085,0.389462,0.066758,0.084117,0,0,1,1,0,0,0,0,0
-0.576689,negative,0.34476,0.029938,0.394913,0.068105,0.157263,0,0,0,1,0,0,0,0,1
-0.714532,negative,0.058966,0.010981,0.666212,0.187697,0.32443,0,0,1,1,0,0,0,0,0
-0.646034,negative,0.09286,0.031087,0.171835,0.276029,0.047928,0,0,0,1,0,0,0,0,1
-0.56969,negative,0.097976,0.044427,0.111575,0.167633,0.078755,0,0,0,1,0,0,0,1,1
-0.570905,negative,0.101099,0.037473,0.108203,0.209587,0.088946,0,0,1,1,0,0,1,1,0
-0.750191,negative,0.173375,0.005632,0.814745,0.144471,0.094433,0,0,1,1,0,0,0,0,0
-0.905702,negative,0.109288,0.017915,0.679686,0.201922,0.135706,0,0,1,1,0,1,0,0,0
-0.853207,negative,0.078735,0.008698,0.359292,0.444899,0.234778,0,0,1,1,0,0,0,0,0
-0.841555,negative,0.126702,0.015767,0.259528,0.328071,0.170214,0,0,1,1,0,0,0,0,0
-0.871862,negative,0.040303,0.012782,0.758143,0.041025,0.053585,0,0,1,1,0,0,0,0,0
-0.380966,negative,0.098331,0.039,0.105917,0.214093,0.089912,0,0,1,1,0,0,0,0,0
-0.645463,negative,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.531858,negative,0.143252,0.042333,0.094394,0.396416,0.14861,0,0,0,1,0,1,0,0,0
-0.673591,negative,0.11205,0.071157,0.166414,0.041217,0.04865,0,0,0,1,0,0,0,1,0
-0.867605,negative,0.299597,0.009401,0.399054,0.080971,0.166669,0,0,1,1,0,0,1,0,1
-0.960504,negative,0.75033,0.003814,0.36299,0.061811,0.117235,0,0,0,1,0,0,0,0,1
-0.519782,negative,0.228693,0.022764,0.201751,0.328062,0.190135,0,0,1,1,0,0,0,0,0
-0.708899,negative,0.143047,0.012246,0.608214,0.39153,0.068881,1,0,1,1,0,1,0,0,0
-0.719576,negative,0.062092,0.017118,0.136608,0.26382,0.081408,0,0,0,1,0,0,1,0,0
-0.898194,negative,0.356333,0.001644,0.556695,0.126212,0.197678,0,0,0,1,0,0,0,0,1
-0.602811,negative,0.108806,0.033014,0.115875,0.206436,0.091163,0,0,0,1,0,0,0,1,0
-0.928382,negative,0.162833,0.002293,0.25458,0.395263,0.522999,0,0,0,1,0,0,1,0,0
-0.552991,negative,0.101099,0.037473,0.108203,0.209587,0.088946,0,0,1,1,0,0,0,0,0
-0.739191,negative,0.155395,0.004081,0.370086,0.116602,0.136608,0,0,0,1,0,0,0,0,1
-0.889207,negative,0.124951,0.018519,0.177704,0.126124,0.14048,1,0,0,1,0,0,0,0,0
