0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.297065, negative,0.612302,0.097384,0.030497,0.079608,0.136136,0,0,0,0,0,0,0,0
0, neutral,0.027647,0.360418,0.103555,0.029869,0.047263,0,0,0,0,0,0,0,0
-0.332328, negative,0.222458,0.281563,0.242433,0.181337,0.133936,0,0,0,0,0,0,0,0
0, neutral,0.290168,0.390005,0.03934,0.033477,0.085456,0,0,0,0,0,0,0,0
-0.869159, negative,0.215283,0.140969,0.083571,0.079775,0.04038,0,0,0,0,0,0,0,0
-0.396518, negative,0.242794,0.111971,0.07925,0.069136,0.092575,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.16408,0.148736,0.095504,0.078556,0.102595,0,0,0,0,0,0,0,0
0.863708, positive,0.04467,0.922468,0.005158,0.003105,0.002138,0,0,0,0,0,0,0,0
0.752051, positive,0.036301,0.750189,0.104256,0.106271,0.056508,0,0,0,0,0,0,0,0
-0.743749, negative,0.87135,0.04825,0.080649,0.061094,0.064814,0,0,0,0,0,0,0,0
-0.420525, negative,0.227484,0.382866,0.241198,0.013099,0.090961,0,0,0,0,0,0,0,0
-0.617596, negative,0.783919,0.023684,0.175357,0.058186,0.185699,0,0,0,0,0,0,0,0
-0.326445, negative,0.039591,0.047771,0.931077,0.020874,0.047094,0,0,0,0,0,0,0,0
0, neutral,0.151545,0.174219,0.093654,0.072945,0.08686,0,0,1,0,0,0,0,0
-0.326968, negative,0.046258,0.012577,0.170036,0.872967,0.13338,0,0,0,0,0,1,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.543226, negative,0.383311,0.090933,0.172806,0.257317,0.236152,0,0,1,0,0,0,0,0
0, neutral,0.188869,0.169535,0.081915,0.048557,0.044497,0,0,0,0,0,0,0,0
0, neutral,0.476069,0.17469,0.049035,0.023719,0.015314,0,0,0,0,0,0,0,0
-0.473347, negative,0.169472,0.286152,0.286434,0.386787,0.028003,0,0,0,0,0,0,0,0
-0.269875, negative,0.155522,0.073271,0.351931,0.112312,0.242577,0,0,0,0,0,0,0,0
0.794711, positive,0.295757,0.455519,0.080583,0.060979,0.076699,0,0,0,0,0,0,0,0
0, neutral,0.048568,0.776775,0.050307,0.069679,0.062582,0,0,0,0,0,0,0,0
0.307871, positive,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.007947,0.879786,0.011427,0.022978,0.041446,0,0,0,0,0,0,0,0
0.572635, positive,0.34373,0.169262,0.185678,0.247098,0.085521,0,0,0,0,0,0,0,0
0, neutral,0.096267,0.166732,0.073318,0.129195,0.079727,0,0,0,0,0,0,0,0
0, neutral,0.37371,0.050649,0.286076,0.165151,0.301381,0,0,0,0,0,0,0,0
0, neutral,0.30483,0.152521,0.30308,0.066237,0.115837,0,0,0,0,0,0,0,0
-0.335121, negative,0.620041,0.033843,0.178431,0.003356,0.15613,0,0,0,0,0,0,0,0
0.722209, positive,0,0,0,0,0,0,0,0,0,0,0,0,0
0.370889, positive,0.096751,0.455963,0.094979,0.100288,0.047994,0,0,0,0,0,0,0,0
-0.820496, negative,0.720007,0.018944,0.384491,0.013559,0.020768,0,0,0,0,0,0,0,0
-0.400938, negative,0.789568,0.062557,0.06237,0.010251,0.070825,0,0,0,0,0,0,0,0
0, neutral,0.178265,0.142491,0.068972,0.061775,0.078572,0,0,0,0,0,0,0,0
0, neutral,0.00383,0.036982,0.248046,0.010905,0.133639,0,0,0,0,0,0,0,0
-0.450416, negative,0.017461,0.036507,0.084414,0.005824,0.0186,0,0,1,0,0,0,0,0
-0.440432, negative,0.291778,0.06921,0.375084,0.294721,0.151915,0,0,0,0,0,0,0,0
-0.391054, negative,0.151545,0.174219,0.093654,0.072945,0.08686,0,0,0,0,0,0,0,0
-0.3309, negative,0.04125,0.112456,0.082446,0.023077,0.05825,0,0,1,0,0,0,0,0
-0.766003, negative,0.391754,0.055282,0.025735,0.171907,0.142928,0,0,0,0,0,0,0,0
-0.510918, negative,0.333469,0.156808,0.113986,0.131836,0.232936,0,0,0,0,0,0,0,0
0, neutral,0.755359,0.153341,0.10857,0.023212,0.004697,0,0,0,0,0,0,0,0
-0.228493, negative,0.757937,0.01085,0.295626,0.064637,0.122117,0,0,0,0,0,0,0,0
0, neutral,0.120693,0.087083,0.103502,0.038134,0.035704,0,0,0,0,0,0,0,0
0.283517, positive,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.075031,0.414256,0.206163,0.051536,0.106514,0,0,0,0,0,0,0,0
-0.42119, negative,0.065429,0.395277,0.03227,0.088303,0.023476,0,0,0,0,0,1,0,0
0.475682, positive,0.135943,0.351942,0.050021,0.069179,0.046756,0,0,0,0,0,0,0,0
0, neutral,0.166119,0.136906,0.113276,0.097411,0.170368,0,1,0,0,0,1,0,0
0.692089, positive,0.002478,0.860488,0.009924,0.003143,0.002773,0,1,0,0,0,1,0,0
-0.739388, negative,0.286157,0.455453,0.255636,0.006282,0.063157,0,0,0,0,0,0,0,0
0.520696, positive,0.216069,0.273935,0.110355,0.10362,0.063961,0,0,0,0,0,0,0,0
0, neutral,0.151545,0.174219,0.093654,0.072945,0.08686,0,0,0,0,0,0,0,0
-0.857617, negative,0.73819,0.017021,0.383858,0.056747,0.086286,0,0,0,1,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.375923, negative,0.535243,0.049701,0.123285,0.245276,0.35236,0,0,0,0,0,0,0,0
0, neutral,0.090137,0.789116,0.060625,0.02083,0.021493,0,0,0,0,0,0,0,0
0, neutral,0.331866,0.489857,0.027461,0.124205,0.029075,0,0,0,0,0,0,0,0
-0.707008, negative,0.302167,0.443515,0.1755,0.111273,0.092771,0,0,0,0,0,0,0,0
-0.336127, negative,0.545171,0.026998,0.378953,0.063072,0.254908,0,0,0,0,0,0,0,0
-0.776006, negative,0.655283,0.02995,0.395206,0.091239,0.026021,0,0,0,0,0,0,0,0
0, neutral,0.862998,0,0.798165,0,0,0,0,0,0,0,0,0,0
-0.873049, negative,0.088131,0.001371,0.364036,0.168897,0.085015,0,0,1,0,1,0,0,0
-0.685187, negative,0.293197,0.264594,0.16253,0.056869,0.019234,0,0,0,0,0,0,0,0
0, neutral,0.217716,0.117413,0.090901,0.097245,0.114203,0,0,1,0,0,0,0,0
-0.863009, negative,0.242519,0.373804,0.394238,0.054729,0.086357,0,0,0,0,0,0,0,0
0.714982, positive,0.119851,0.778793,0.043647,0.0243,0.018009,0,0,0,0,0,0,0,0
-0.864037, negative,0.532141,0.057143,0.327651,0.144398,0.186726,0,0,0,0,0,0,0,0
-0.649042, negative,0.070177,0.009749,0.075814,0.144685,0.759263,0,0,0,0,0,0,0,0
-0.702164, negative,0.536539,0.036906,0.434896,0.011458,0.261869,0,0,0,1,0,0,0,0
0, neutral,0.238513,0.291705,0.192627,0.098841,0.041606,0,0,0,0,0,0,0,0
0.408824, positive,0.144548,0.185315,0.087573,0.077654,0.090723,0,0,0,1,0,0,0,0
0.52301, positive,0.375713,0.230075,0.019353,0.056781,0.224029,0,0,0,0,0,0,0,0
-0.923812, negative,0.671235,0.007717,0.394449,0.058548,0.189057,0,0,0,1,0,0,0,0
-0.697332, negative,0.840838,0.033757,0.261643,0.005487,0.011832,0,0,0,0,0,0,0,0
0, neutral,0.544155,0.410155,0.061672,0.008087,0.003571,0,0,0,1,0,0,0,0
-0.647613, negative,0.147945,0.046667,0.448691,0.115928,0.282052,0,0,0,0,0,0,0,0
0, neutral,0.437745,0.220183,0.234443,0.090852,0.045785,0,0,0,0,0,0,0,0
-0.282841, negative,0.227008,0.274609,0.408652,0.097942,0.182712,0,0,0,0,0,1,0,0
-0.724387, negative,0.67781,0.022234,0.217606,0.07646,0.107512,0,0,0,0,0,0,0,0
0, neutral,0.249045,0.343068,0.032063,0.012807,0.168297,0,0,0,0,0,1,0,0
0.334974, positive,0.052959,0.518092,0.031395,0.21092,0.081866,0,0,0,0,0,0,0,0
-0.561648, negative,0.191097,0.069981,0.363879,0.137707,0.096719,0,0,0,0,0,0,0,0
0, neutral,0.440026,0.023659,0.250026,0.327642,0.290704,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.193673,0.654076,0.030481,0.079194,0.024015,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
0.860763, positive,0.299977,0.196445,0.111317,0.071771,0.146774,0,0,0,0,0,0,0,0
0, neutral,0.314681,0.391892,0.2617,0.10869,0.05646,0,0,0,0,0,0,0,0
0.509038, positive,0.175911,0.322556,0.02851,0.073465,0.359728,0,0,0,0,0,0,0,0
0.846913, positive,0.1575,0.676599,0.12568,0.062501,0.027707,0,0,0,0,0,0,0,0
-0.685085, negative,0.368433,0.296488,0.327081,0.023982,0.164567,0,0,0,1,0,0,0,0
0, neutral,0.109738,0.325459,0.11636,0.040593,0.152615,0,0,0,0,0,0,0,0
0, neutral,0.310414,0.127752,0.044565,0.193828,0.0957,0,0,0,1,0,0,0,0
-0.397544, negative,0.094006,0.645247,0.119753,0.04618,0.100728,0,0,0,0,0,0,0,0
0, neutral,0.204104,0.177245,0.077514,0.080505,0.090409,0,0,0,0,0,0,0,0
0, neutral,0.230538,0.15061,0.136445,0.08137,0.098977,0,0,0,0,0,0,0,0
-0.420572, negative,0.391456,0.149492,0.158521,0.19736,0.247702,0,0,0,0,0,0,0,0
-0.481749, negative,0.423107,0.356642,0.163577,0.078571,0.109026,0,0,0,0,0,0,0,0
0.713603, positive,0.089043,0.73313,0.100263,0.015339,0.049278,0,0,0,0,0,0,0,0
0.741508, positive,0.444039,0.327229,0.102592,0.013435,0.050781,0,0,0,0,0,0,0,0
0, neutral,0.790976,0.093977,0.171243,0.056515,0.062142,0,0,0,0,0,0,0,0
0.608187, positive,0,0.544586,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.343533,0.150594,0.263825,0.071098,0.136733,0,0,0,0,0,0,0,0
-0.428046, negative,0.375214,0.024519,0.475796,0.109363,0.138458,0,0,0,0,0,0,0,0
0, neutral,0.397912,0.062959,0.211729,0.319125,0.143763,0,0,0,0,0,0,0,0
0, neutral,0.139882,0.123775,0.042686,0.063775,0.058622,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.248807,0.067128,0.023101,0.013221,0.005981,0,0,0,0,0,0,0,0
0, neutral,0.588675,0.090879,0.165167,0.113979,0.109346,0,0,0,0,0,0,0,0
0, neutral,0.21559,0.232121,0.138094,0.241802,0.103013,0,0,0,0,0,0,0,0
0.913395, positive,0.007156,0.959151,0.004631,0.003121,0.004353,0,0,0,0,0,0,0,0
-0.314878, negative,0.250636,0.084878,0.175955,0.358937,0.138328,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.097929,0.265247,0.459821,0.080056,0.045607,0,0,0,0,0,0,0,0
-0.478455, negative,0.291143,0.459433,0.082921,0.169647,0.112049,0,0,0,0,0,0,0,0
0, neutral,0.052541,0.048077,0.774328,0.016103,0.038643,0,0,0,0,0,0,0,0
0, neutral,0.785647,0.01986,0.225164,0.08183,0.161438,0,0,0,0,0,0,0,0
-0.8011, negative,0.405272,0.112215,0.174528,0.251265,0.203143,0,0,0,0,0,0,0,0
-0.904257, negative,0.347695,0.133762,0.013965,0.183825,0.157678,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0.151903,0.180627,0.092952,0.079431,0.096408,0,0,0,0,0,0,0,0
0.44119, positive,0.145264,0.211732,0.061957,0.064459,0.04493,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.884062, negative,0.225981,0.004178,0.051815,0.187148,0.798005,0,0,0,0,0,0,0,0
-0.464529, negative,0.445541,0.315853,0.193277,0.031589,0.01501,0,0,0,0,0,0,0,0
0, neutral,0.233912,0.55867,0.062222,0.105229,0.056633,0,0,0,0,0,0,0,0
-0.699739, negative,0.788519,0,0.751756,0,0,0,0,0,1,0,0,0,0
-0.44521, negative,0.604338,0.08145,0.102831,0.245779,0.14526,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.902092, negative,0.235499,0.001984,0.548107,0.3508,0.142161,0,0,1,1,0,0,0,0
-0.629543, negative,0.146753,0.091272,0.052102,0.079221,0.091941,0,0,0,0,0,0,0,0
-0.553137, negative,0.355013,0.001279,0.259238,0.124735,0.181993,0,1,1,1,0,0,0,0
-0.544486, negative,0.221373,0.257435,0.152779,0.253388,0.295463,0,0,0,0,0,0,0,0
-0.389745, negative,0.504451,0.067667,0.314117,0.13907,0.283896,0,0,1,0,0,0,0,0
0, neutral,0,0,0,0,0,0,0,0,0,0,0,0,0
0, neutral,0,0,0,0,0,0,1,1,0,0,0,0,0
0, neutral,0.35907,0.308919,0.163185,0.141185,0.115127,0,0,0,0,0,0,0,0
0.434986, positive,0.179435,0.080614,0.076578,0.063189,0.013226,0,0,0,0,0,0,0,0
-0.669304, negative,0.612781,0.111846,0.043371,0.030695,0.064645,0,0,0,0,0,0,0,0
-0.387667, negative,0.163101,0.011152,0.039409,0.141281,0.596608,0,0,0,0,0,0,0,0
0, neutral,0.328998,0.268115,0.120509,0.152161,0.183666,0,0,0,0,0,0,0,0
0, neutral,0.454369,0.247421,0.160631,0.13757,0.149143,0,0,0,0,0,0,0,0
-0.832327, negative,0.263393,0.014921,0.753736,0.06758,0.184511,0,0,0,0,1,0,0,0
0, neutral,0.142002,0.194571,0.217101,0.056765,0.079138,0,0,0,0,0,0,0,0
0, neutral,0.26523,0.130454,0.102402,0.053485,0.243866,0,0,0,0,0,0,0,0
0, neutral,0.037683,0.425175,0.062243,0.012007,0.02138,1,0,1,0,0,0,0,0
0, neutral,0.201327,0.25464,0.064457,0.172791,0.085051,0,0,0,0,1,0,0,0
0, neutral,0.070377,0.070226,0.136313,0.026548,0.162507,0,0,0,0,0,0,0,0
